"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"547",="3704","合勤控","02/02","36.35","151","通信網路業","通信網路–光通訊,通信網路–無線網路,通信網路–電信設備,通信網路–網路設備","-0.27","3.02","108","2,969","0.71"
"548",="3362","先進光","02/02","106","151","光電業","消費性電子產品–數位相機","-2.75","3.21","76.2","720","0.51"
"549",="1522","堤維西","02/02","48.2","151","汽車工業","汽車","-2.23","2.54","47.2","971","0.31"
"550","5871A","中租-KY甲特","02/02","100.5","151","其他業","其他業","-0.5","0.5","3.33","33","0.02"
"551",="00927","群益半導體收益","02/02","24.14","150","國內成分股ETF","國內成分股ETF","-3.44","2.48","444","18,382","2.96"
"552",="6712","長聖","02/02","154.5","150","生技醫療業","生物科技,醫藥產業–新藥研發,醫藥產業","0","1.29","36.8","238","0.25"
"553",="9938","百和","02/02","50.1","149","其他業","其他","+0.2","1.6","96.7","1,939","0.65"
"554",="2524","京城","02/02","40.75","149","建材營造業","建材營造","-1.81","1.08","4.25","104","0.03"
"555","00791B","復華信用債1-5","02/02","56.95","149","債券ETF","債券ETF","+0.62","0","5.7","100","0.04"
"556",="2480","敦陽科","02/02","139.5","148","資訊服務業","軟體業–系統整合","+1.09","1.45","39","280","0.26"
"557",="6869","雲豹能源","02/02","107.5","148","綠能環保","創新板","-0.46","4.17","96.4","906","0.66"
"558",="1234","黑松","02/02","36.85","148","食品工業","飲料類–咖啡,飲料類–酒類,飲料類–飲料生產","-0.67","0.67","3.18","86","0.02"
"559",="3705","永信","02/02","55.5","148","生技醫療業","醫藥產業–原料藥,醫藥產業","-0.36","1.08","15.7","283","0.11"
"560",="2355","敬鵬","02/02","37","147","電子零組件業","印刷電路板 (PCB)","-3.01","5.64","264","7,041","1.77"
"561","00857B","永豐20年美公債","02/02","23.69","147","債券ETF","債券ETF","+1.33","1.03","82.9","3,513","0.57"
"562",="4104","佳醫","02/02","78","147","生技醫療業","醫療器材–醫療耗材","-0.89","0.64","19.9","255","0.14"
"563",="2331","精英","02/02","26.25","146","電腦及週邊設備業","電子零組件–主機板,電腦系統–筆記型電腦","-2.42","5.58","221","8,404","1.51"
"564",="7717","萊德光電-KY","02/02","589","146","通信網路業","櫃通訊網路","+4.25","5.84","92.1","159","0.64"
"565",="3033","威健","02/02","30.25","145","電子通路業","電子通路","-1.79","3.9","294","9,514","1.99"
"566",="6449","鈺邦","02/02","157.5","145","電子零組件業","被動元件","-4.26","3.34","124","784","0.85"
"567",="8271","宇瞻","02/02","112","144","半導體業","半導體–IC製造,電子零組件–DRAM模組,電子零組件–Flash模組","-9.31","6.48","844","7,390","5.77"
"568",="5475","德宏","02/02","112","142","電子零組件業","印刷電路板 (PCB)","+5.16","6.1","244","2,161","1.7"
"569",="6469","大樹","02/02","95","142","生技醫療業","生物科技,食品生產–保健食品,航運–倉儲物流,醫藥產業–保健食品","-0.73","4.18","89.6","964","0.64"
"570",="6183","關貿","02/02","94.9","142","資訊服務業","資訊服務","-0.11","0.63","5.89","62","0.04"
"571",="3305","昇貿","02/02","106","142","其他電子業","其他電子","-5.78","7.11","610","5,714","4.26"
"572",="4536","拓凱","02/02","156.5","142","運動休閒","其他","-0.95","2.85","68.2","439","0.48"
"573",="7788","松川精密","02/02","178","142","電子零組件業","興電子零組件","-9.41","7.63","186","1,027","1.29"
"574",="8937","合騏","02/02","131.5","142","其他業","其他","-3.31","3.31","5.32","40","0.04"
"575",="2010","春源","02/02","21.9","142","鋼鐵工業","航運–貨櫃製造、維修","+1.62","2.78","81.1","3,720","0.57"
"576",="1312","國喬","02/02","12.8","142","塑膠工業","塑膠","-5.19","5.56","176","13,859","1.25"
"577","00836B","永豐10年A公司債","02/02","29.43","142","債券ETF","債券ETF","+1.24","0.58","6.99","238","0.05"
"578",="5443","均豪","02/02","86","141","半導體業","半導體–IC製造","-2.27","2.95","104","1,210","0.74"
"579","2887F","台新新光戊特二","02/02","47.05","141","金控業","金控業","-1.05","0.74","0.8","17","0.01"
"580",="2493","揚博","02/02","111","141","電子零組件業","電子零組件","+1.83","5.96","97.7","887","0.7"
"581",="3078","僑威","02/02","61.8","141","電子零組件業","電子零組件–電源供應器","-1.28","2.24","47.3","766","0.34"
"582",="1903","士紙","02/02","54","140","造紙工業","造紙","-5.1","4.04","39.6","727","0.28"
"583",="6901","鑽石投資","02/02","16.4","140","其他業","其他","-3.53","3.53","8.57","519","0.06"
"584",="6937","天虹","02/02","206.5","140","半導體業","戰略新板","-0.24","4.83","58.1","285","0.42"
"585",="2545","皇翔","02/02","36.7","139","建材營造業","建材營造","-1.08","1.75","15.9","433","0.11"
"586",="00893","國泰智能電動車","02/02","33.87","139","國外成分股ETF","國外成分股ETF","-2.34","1.7","170","5,005","1.22"
"587",="00924","復華S&P500成長","02/02","29.01","139","國外成分股ETF","國外成分股ETF","-0.99","1.16","101","3,456","0.72"
"588",="1313","聯成","02/02","10.25","138","塑膠工業","塑膠","-8.07","8.52","68.9","6,566","0.49"
"589",="3217","優群","02/02","153.5","138","電子零組件業","電子零組件–連接器","-1.92","2.56","98","642","0.71"
"590",="6854","錼創科技-KY創","02/02","117.5","138","半導體業","半導體–IC製造","-2.89","3.72","48.5","416","0.35"
"591",="2723","美食-KY","02/02","76.5","138","觀光餐旅","食品生產–麵包、糕餅、零食,飲料類–咖啡,飲料類–飲料生產","+2","3.6","28.9","382","0.21"
"592",="3587","閎康","02/02","205","137","其他電子業","其他電子","+1.49","5.94","166","834","1.24"
"593",="5284","jpp-KY","02/02","269","137","其他業","其他","+2.28","6.27","174","663","1.3"
"594",="5309","系統電","02/02","66.8","137","電子零組件業","電子零組件–電源供應器","+9.87","11.5","1,104","16,821","8.21"
"595",="5243","乙盛-KY","02/02","81.1","137","光電業","光電","-3.91","3.32","210","2,574","1.53"
"596",="6620","漢達","02/02","80.4","137","生技醫療業","興生技","-2.66","2.66","35.8","446","0.26"
"597",="8114","振樺電","02/02","178.5","136","電腦及週邊設備業","電腦及週邊設備","-0.28","2.79","151","846","1.11"
"598",="2511","太子","02/02","8.38","136","建材營造業","建材營造","-0.59","1.66","8.92","1,066","0.07"
"599",="00885","富邦越南","02/02","17.85","136","國外成分股ETF","國外成分股ETF","-2.46","3.17","119","6,617","0.87"
"600","00945B","凱基美國非投等債","02/02","14.6","135","債券ETF","債券ETF","+0.62","0.48","141","9,684","1.04"
"601",="4551","智伸科","02/02","117","135","汽車工業","汽車","+2.63","5.26","42.9","368","0.32"
"602","00670L","富邦NASDAQ正2","02/02","158.2","135","槓桿及反向型ETF","槓桿及反向型ETF","-4.41","3.08","429","2,681","3.15"
"603",="6279","胡連","02/02","113","134","電子零組件業","電子零組件","-2.59","2.59","70.4","620","0.52"
"604",="6541","泰福-KY","02/02","50.7","134","生技醫療業","醫藥產業","-3.06","3.44","46.1","901","0.34"
"605",="1905","華紙","02/02","12.1","133","造紙工業","造紙","-2.02","2.43","26.4","2,175","0.2"
"606",="8054","安國","02/02","126","133","半導體業","半導體–IC設計","-8.36","10.2","846","6,530","6.17"
"607",="2464","盟立","02/02","63.9","132","其他電子業","其他電子","-6.03","5.29","185","2,862","1.39"
"608",="8908","欣雄","02/02","41.8","132","油電燃氣業","油電燃氣","-0.12","1.19","3.14","75","0.02"
"609",="6576","逸達","02/02","83.7","132","生技醫療業","醫藥產業","+1.09","1.45","26.4","317","0.2"
"610",="6166","凌華","02/02","60.4","131","電腦及週邊設備業","電腦及週邊設備","-2.74","5.8","30.8","511","0.23"
"611",="1304","台聚","02/02","11.05","131","塑膠工業","塑膠","-8.3","7.47","117","10,351","0.87"
"612",="4576","大銀微系統","02/02","109.5","131","電機機械","電機機械","-6.01","5.58","143","1,285","1.07"
"613",="6456","GIS-KY","02/02","38.6","130","光電業","面板業","-1.53","1.79","33","854","0.25"
"614",="5508","永信建","02/02","59.8","130","建材營造業","建材營造","+0.84","5.23","37.7","642","0.3"
"615",="1909","榮成","02/02","9.72","129","造紙工業","造紙","-2.41","2.41","21","2,149","0.16"
"616",="6206","飛捷","02/02","90.2","129","電腦及週邊設備業","電腦及週邊設備","-1.64","1.74","50.3","559","0.39"
"617",="8255","朋程","02/02","126","128","電機機械","電機機械","-2.33","3.1","28","222","0.22"
"618",="2373","震旦行","02/02","54.2","128","其他電子業","其他電子","-1.28","1.46","4.12","76","0.03"
"619",="4532","瑞智","02/02","25.35","128","電機機械","電機機械","-0.39","1.57","29","1,137","0.23"
"620",="3701","大眾控","02/02","54","128","電腦及週邊設備業","電腦及週邊設備","-2.88","6.83","307","5,713","2.42"
"621",="6806","森崴能源","02/02","46.5","128","綠能環保","其他","-2.21","3.15","51.8","1,110","0.4"
"622",="6965","中傑-KY","02/02","81.6","128","運動休閒","運動休閒","-1.81","1.93","7.81","95","0.06"
"623",="2617","台航","02/02","30.55","127","航運業","航運–石油海運,航運–海運,航運–散裝海運","-1.93","3.37","30.6","997","0.24"
"624",="6189","豐藝","02/02","48.2","127","電子通路業","電子通路","+9.92","7.3","231","4,887","1.85"
"625",="6024","群益期","02/02","50.8","127","證券業","金融保險","-1.17","0.97","21.8","429","0.17"
"626",="8936","國統","02/02","51","127","其他業","水泥–水泥生產,水泥–水泥製品,水泥–預拌混凝土","-0.97","1.36","53","1,039","0.42"
"627","00992A","主動群益科技創新","02/02","11.21","126","主動式國內成分股ETF","主動式國內成分股ETF","-2.44","1.83","461","41,158","3.67"
"628",="4736","泰博","02/02","131.5","125","生技醫療業","醫療器材–血糖機","-2.23","2.97","30.3","230","0.24"
"629",="2489","瑞軒","02/02","20.5","125","光電業","光電","+0.99","5.91","107","5,222","0.86"
"630",="2031","新光鋼","02/02","38.9","125","鋼鐵工業","鋼鐵","-1.52","2.91","36.6","933","0.29"
"631",="2457","飛宏","02/02","29.35","125","電子零組件業","電子零組件–電源供應器","+1.21","3.97","295","10,097","2.38"
"632",="4755","三福化","02/02","123.5","124","化學工業","化工","-0.8","3.61","34.3","281","0.28"
"633","2883B","凱基金乙特","02/02","7.86","124","金控業","金控業","-0.25","0.25","13.6","1,729","0.11"
"634",="2401","凌陽","02/02","21","124","半導體業","半導體–IC設計","-4.55","3.64","53.8","2,545","0.43"
"635",="6547","高端疫苗","02/02","37.65","124","生技醫療業","醫藥產業","+0.27","7.32","152","3,957","1.2"
"636",="2231","為升","02/02","90.8","123","汽車工業","汽車","-1.84","2.59","27","296","0.22"
"637",="2832","台產","02/02","48.45","123","保險業","金融保險","-1.12","1.53","11.7","242","0.1"
"638",="1726","永記","02/02","75.7","123","化學工業","化工","-0.53","0.39","2.35","31","0.02"
"639",="1307","三芳","02/02","30.8","123","塑膠工業","塑膠","-2.38","1.9","32","1,039","0.26"
"640",="2485","兆赫","02/02","38.55","122","通信網路業","通信網路–網路設備","-5.98","3.9","523","13,332","4.2"
"641",="5222","全訊","02/02","134.5","122","半導體業","半導體–IC製造","-1.82","3.28","77.7","579","0.64"
"642",="6438","迅得","02/02","148.5","122","其他電子業","其他電子","+1.02","6.46","242","1,607","1.95"
"643",="6284","佳邦","02/02","81.8","122","電子零組件業","被動元件","-2.85","3.92","112","1,368","0.92"
"644",="8155","博智","02/02","215","122","電子零組件業","印刷電路板 (PCB)","-2.49","5.22","561","2,642","4.66"
"645",="2612","中航","02/02","61.5","121","航運業","航運–倉儲物流,航運–海運,航運–陸上貨運,航運–陸運,航運–散裝海運","-1.13","5.31","170","2,718","1.38"
"646",="4906","正文","02/02","28.35","121","通信網路業","通信網路–無線網路,通信網路–電信設備,通信網路–網路設備","-0.53","4.39","149","5,215","1.22"
"647",="2103","台橡","02/02","14.6","121","橡膠工業","橡膠","-4.26","4.59","105","7,143","0.87"
"648",="8499","鼎炫-KY","02/02","292.5","120","其他電子業","其他","-2.01","3.69","34.6","118","0.29"
"649",="3218","大學光","02/02","142","120","生技醫療業","生技醫療","-0.7","2.8","24.8","176","0.21"
"650",="3708","上緯投控","02/02","112","120","綠能環保","化工","-3.86","5.15","135","1,192","1.11"
"651",="3028","增你強","02/02","50.6","120","電子通路業","電子通路","+10","4.13","546","10,933","4.61"
"652",="8027","鈦昇","02/02","111.5","120","電機機械","電機機械","-0.45","7.59","354","3,175","2.95"
"653",="6533","晶心科","02/02","236","120","半導體業","半導體–IC設計","-1.26","2.93","83","352","0.69"
"654",="6581","鋼聯","02/02","106.5","119","綠能環保","其他","-0.47","0.47","0.43","4","0"
"655",="6667","信紘科","02/02","239.5","118","其他電子業","其他電子","-1.44","2.06","75.9","316","0.64"
"656",="6788","華景電","02/02","304","118","半導體業","櫃半導體","-2.72","2.24","283","932","2.41"
"657","00981B","第一金優選非投債","02/02","9.39","118","債券ETF","債券ETF","+0.54","0.43","180","19,231","1.54"
"658",="2338","光罩","02/02","37.1","118","半導體業","半導體–IC製造","-4.87","4.74","75.1","2,006","0.63"
"659",="3149","正達","02/02","51.9","117","光電業","光電","-0.95","6.68","456","8,745","3.87"
"660",="2528","皇普","02/02","27.05","117","建材營造業","建材營造","-1.28","2.19","21.5","790","0.18"
"661",="3545","敦泰","02/02","53","117","半導體業","半導體–IC設計","-1.49","2.79","49.1","928","0.42"
"662",="2753","八方雲集","02/02","175.5","117","觀光餐旅","觀光","-0.85","1.13","62","353","0.53"
"663",="2108","南帝","02/02","23.7","117","橡膠工業","橡膠","0","3.16","22.7","951","0.19"
"664",="3059","華晶科","02/02","37.8","116","光電業","消費性電子產品–數位相機","-3.32","2.43","156","4,109","1.34"
"665",="1718","中纖","02/02","6.88","116","化學工業","化工","-2.13","2.84","35.7","5,186","0.31"
"666",="2034","允強","02/02","22","115","鋼鐵工業","鋼鐵","-2.44","7.32","151","6,719","1.28"
"667",="2348","海悅","02/02","75.7","115","其他業","其他","-1.43","2.21","29.4","388","0.26"
"668",="4128","中天","02/02","19.5","115","生技醫療業","生物科技,醫藥產業–中藥,醫藥產業","-2.5","2.25","22.1","1,126","0.19"
"669",="3416","融程電","02/02","143.5","114","電腦及週邊設備業","電腦及週邊設備","-1.03","1.72","35.3","247","0.31"
"670",="6192","巨路","02/02","119","114","其他電子業","其他電子","-0.42","2.51","36.3","307","0.32"
"671",="5306","桂盟","02/02","90","113","運動休閒","其他","-0.88","1.1","9.1","101","0.08"
"672",="2323","中環","02/02","10.4","113","光電業","3C周邊產品–光碟片","-3.26","4.65","78.9","7,437","0.68"
"673",="1710","東聯","02/02","12.75","113","化學工業","化工","-4.14","4.14","36","2,778","0.31"
"674",="3022","威強電","02/02","63.8","113","電腦及週邊設備業","電腦及週邊設備","-0.31","2.19","26.4","414","0.23"
"675",="6235","華孚","02/02","56.2","112","電腦及週邊設備業","電子零組件–機殼","-2.6","2.95","40.9","724","0.36"
"676",="2546","根基","02/02","85.8","112","建材營造業","建材營造","-0.46","2.67","8.48","99","0.08"
"677",="1711","永光","02/02","20.35","111","化學工業","化工","-2.4","2.88","73.7","3,586","0.65"
"678",="5609","中菲行","02/02","78","111","航運業","航運–倉儲物流","-0.89","2.16","14.6","187","0.13"
"679",="1612","宏泰","02/02","35.25","111","電器電纜","電器電纜","-2.76","3.86","58.6","1,656","0.52"
"680",="1103","嘉泥","02/02","14.05","111","水泥工業","水泥–水泥生產","-1.06","2.82","3.45","246","0.03"
"681",="8938","明安","02/02","70.7","111","運動休閒","其他","0","1.7","12.9","183","0.12"
"682",="3551","世禾","02/02","177.5","111","綠能環保","其他電子","-1.11","3.06","78.8","444","0.71"
"683",="6173","信昌電","02/02","64.1","110","電子零組件業","被動元件","-6.7","5.82","347","5,330","3.1"
"684",="2547","日勝生","02/02","10.65","110","建材營造業","建材營造","-0.93","1.4","19.9","1,867","0.18"
"685",="8462","柏文","02/02","138.5","110","運動休閒","觀光","-2.46","2.11","26.4","190","0.24"
"686",="6016","康和證","02/02","15.95","110","證券業","金融","-4.49","3.59","145","8,995","1.31"
"687",="3289","宜特","02/02","126.5","109","其他電子業","其他電子","-6.3","5.56","268","2,078","2.4"
