"排名","代號","名稱","股價日期","成交","市值(億)","產業別","相關產業","漲跌幅","振幅(%)","成交額(百萬)","02/02成交量(張)","02/02成交量週轉率(%)"
"1939",="5704","老爺知","02/02","22.3","13.1","觀光餐旅","觀光","-1.11","2.22","1.8","81","0.14"
"1940",="8034","榮群","02/02","23.15","13.1","通信網路業","通信網路–電信設備,通信網路–網路設備","-4.54","3.71","17.3","732","1.29"
"1941",="1413","宏洲","02/02","9.89","13.1","紡織纖維","紡織纖維","-1","1","0.07","7","0.01"
"1942",="4171","瑞基","02/02","22.35","13.1","農業科技業","生物科技","+2.29","7.09","14.7","651","1.11"
"1943",="00944","野村趨勢動能高息","02/02","14.78","13","國內成分股ETF","國內成分股ETF","-1.6","1.07","11.4","769","0.87"
"1944",="9928","中視","02/02","18.35","13","其他業","其他","0","1.91","1.86","101","0.14"
"1945",="2063","世鎧","02/02","26.85","12.9","鋼鐵工業","鋼鐵","-0.92","0.92","0.14","5","0.01"
"1946",="6560","欣普羅","02/02","39.75","12.9","光電業","光電","-3.05","2.32","5.01","125","0.38"
"1947",="2444","兆勁","02/02","12.7","12.9","通信網路業","通信網路–無線網路,通信網路–網路設備","0","3.94","6.81","537","0.53"
"1948",="9103","美德醫療-DR","02/02","6.27","12.9","存託憑證","醫療器材–醫療耗材","-1.88","8.29","20.4","3,329","1.62"
"1949",="6624","萬年清","02/02","61.7","12.9","綠能環保","其他","-5.08","4.46","7.82","125","0.6"
"1950",="3531","先益","02/02","21","12.8","光電業","光電","-0.47","0","0.23","11","0.02"
"1951",="1465","偉全","02/02","12.35","12.8","紡織纖維","紡織纖維","-0.8","0.8","0.35","28","0.03"
"1952",="6924","榮惠-KY創","02/02","61.3","12.8","電子零組件業","印刷電路板 (PCB)","-3.77","3.45","1.13","18","0.09"
"1953",="4433","興采","02/02","20.85","12.8","紡織纖維","紡織纖維","-6.08","6.31","1.73","81","0.13"
"1954",="6506","雙邦","02/02","15.5","12.8","紡織纖維","化工","-0.32","0.64","0.33","21","0.03"
"1955",="8440","綠電","02/02","25.4","12.8","綠能環保","其他","-3.97","6.05","4.41","172","0.34"
"1956",="2221","大甲","02/02","30.15","12.8","其他業","其他","-1.79","1.3","2.07","68","0.16"
"1957",="6496","科懋","02/02","26.8","12.7","生技醫療業","生物科技,醫藥產業","-3.07","0.36","0.19","7","0.01"
"1958",="3490","單井","02/02","23","12.7","光電業","光電","-1.5","2.57","4.05","176","0.32"
"1959",="6195","詩肯","02/02","25.2","12.6","居家生活","貿易百貨","-0.2","0.4","0.38","15","0.03"
"1960","00669R","國泰美國道瓊反1","02/02","5.69","12.6","槓桿及反向型ETF","槓桿及反向型ETF","+0.89","0.89","17.8","3,136","1.41"
"1961",="2235","謚源","02/02","35.15","12.6","電機機械","電機機械","-3.83","0.96","0.18","5","0.01"
"1962",="00912","中信臺灣智慧50","02/02","22.76","12.6","國內成分股ETF","國內成分股ETF","-1.17","1.26","37.5","1,657","3"
"1963",="6140","訊達","02/02","22.9","12.6","資訊服務業","軟體業–系統整合","+0.66","4.4","4.2","186","0.34"
"1964",="5223","安力-KY","02/02","28.2","12.6","電腦及週邊設備業","電腦及週邊設備","+1.26","0","0.08","3","0.01"
"1965",="3467","台灣精材","02/02","39.95","12.4","半導體業","半導體–IC製造","-4.43","1.32","1.12","28","0.09"
"1966",="5016","松和","02/02","25","12.4","鋼鐵工業","鋼鐵","-1.57","0.79","0.13","5","0.01"
"1967",="6573","虹揚-KY","02/02","15.4","12.4","半導體業","半導體–IC製造","-5.81","8.56","13.8","859","1.07"
"1968",="1336","台翰","02/02","15.95","12.4","電子零組件業","電子零組件","-1.24","2.48","1.79","112","0.14"
"1969",="6242","立康","02/02","38.85","12.4","生技醫療業","生物科技,食品生產–保健食品,醫藥產業–中藥,醫藥產業–保健食品","0","0.77","0.15","4","0.01"
"1970",="6141","柏承","02/02","10.9","12.4","電子零組件業","印刷電路板 (PCB)","-2.68","2.68","2.59","236","0.21"
"1971",="3128","昇銳","02/02","26.05","12.3","光電業","光電","-2.43","1.5","4.84","185","0.39"
"1972",="1456","怡華","02/02","13.15","12.3","建材營造業","紡織纖維","+0.38","3.82","0.32","25","0.03"
"1973",="006206","元大上證50","02/02","37.51","12.3","國外成分股ETF","國外成分股ETF","-0.66","2.07","3.21","85","0.26"
"1974",="3308","聯德","02/02","20.35","12.2","電子零組件業","電子零組件–電源供應器","-7.5","5","3.97","194","0.32"
"1975",="9136","巨騰-DR","02/02","7.69","12.2","存託憑證","電子零組件–機殼","-2.04","2.93","2.39","311","0.2"
"1976",="3066","李洲","02/02","14.65","12.2","光電業","LED","-1.68","5.03","0.9","62","0.07"
"1977",="2948","寶陞","02/02","39.2","12.2","居家生活","櫃居家生活","-0.76","0.13","0.31","8","0.03"
"1978",="5011","久陽","02/02","12.05","12.1","鋼鐵工業","鋼鐵","-4.74","4.74","4.07","334","0.33"
"1979",="3272","東碩","02/02","19.6","12","電腦及週邊設備業","3C周邊產品","-1.51","1.51","0.97","50","0.08"
"1980",="1732","毛寶","02/02","28.2","12","化學工業","化工","+1.08","8.6","101","3,480","8.2"
"1981",="6916","華凌","02/02","17.7","11.9","光電業","面板業","-2.21","1.1","0.96","54","0.08"
"1982",="6697","東捷資訊","02/02","43.55","11.9","資訊服務業","軟體業–系統整合","-2.24","3.14","0.83","19","0.07"
"1983",="8354","冠好","02/02","15.15","11.9","其他業","塑膠","-1.94","1.94","0.52","34","0.04"
"1984",="6821","聯寶","02/02","37.7","11.9","電子零組件業","通信網路–網路設備","-1.05","5.25","2.76","74","0.23"
"1985",="2751","王座","02/02","60.1","11.9","觀光餐旅","櫃觀光餐旅","-1.15","0","0.06","1","0.01"
"1986",="6708","天擎","02/02","40.9","11.9","半導體業","半導體–IC設計","-3.08","4.15","0.78","19","0.07"
"1987",="3073","天方能源","02/02","30","11.9","綠能環保","半導體–IC設計","-0.83","2.81","3.15","104","0.26"
"1988",="6236","中湛","02/02","28.4","11.8","其他業","生物科技","-0.18","0","0.03","1","0"
"1989",="3516","亞帝歐","02/02","19.85","11.8","光電業","LED","-1","0.75","0.7","35","0.06"
"1990",="1539","巨庭","02/02","18.05","11.8","電機機械","電機機械","-0.82","2.47","1.9","106","0.16"
"1991",="1526","日馳","02/02","19.65","11.8","電機機械","電機機械","-3.2","2.96","3.86","195","0.32"
"1992",="3523","迎輝","02/02","18.3","11.8","光電業","光電","-3.68","8.42","0.31","17","0.03"
"1993",="6969","成信實業*-創","02/02","30.8","11.7","綠能環保","創新板","-0.96","3.54","0.88","29","0.08"
"1994",="6160","欣技","02/02","17.1","11.7","電腦及週邊設備業","電腦及週邊設備","-2.84","3.98","1.68","98","0.14"
"1995",="6494","九齊","02/02","37.1","11.7","半導體業","半導體–IC設計","-4.63","5.78","4.43","118","0.37"
"1996",="5355","佳總","02/02","7.04","11.7","電子零組件業","印刷電路板 (PCB)","-1.12","2.95","0.26","37","0.02"
"1997",="4556","旭然","02/02","27.55","11.7","其他業","其他","-1.78","7.13","2.42","86","0.2"
"1998",="1593","祺驊","02/02","29.25","11.6","運動休閒","生技醫療","-1.02","0.85","0.58","20","0.05"
"1999",="4440","宜新實業","02/02","17.2","11.6","紡織纖維","紡織","0","2.33","1.13","66","0.1"
"2000",="6418","詠昇","02/02","33.6","11.6","電子零組件業","電子零組件–連接器","-3.45","5.32","7.01","207","0.6"
"2001",="6294","智基","02/02","44.5","11.6","文化創意業","文化創意","-0.22","1.79","1.9","43","0.17"
"2002",="4754","國碳科","02/02","38.25","11.6","化學工業","化工","-0.26","0.26","0.38","10","0.03"
"2003",="6971","惠民實業","02/02","29.95","11.6","綠能環保","戰略新板","-0.5","0.33","0.81","27","0.07"
"2004",="8444","綠河-KY","02/02","10.4","11.6","其他業","其他","+1.46","4.39","0.44","43","0.04"
"2005",="9949","琉園","02/02","26.15","11.5","文化創意業","文化創意","-1.88","1.88","1.53","58","0.13"
"2006",="3285","微端","02/02","26.8","11.5","其他電子業","消費性電子產品","-1.29","1.84","0.4","15","0.04"
"2007",="3426","台興","02/02","43.3","11.4","電機機械","電機機械","-2.7","5.62","0.57","13","0.05"
"2008",="5907","大洋-KY","02/02","5.82","11.4","貿易百貨業","貿易百貨","-2.51","4.52","3.91","670","0.34"
"2009",="6158","禾昌","02/02","20.4","11.4","電子零組件業","電子零組件–連接器","-0.49","2.2","1.53","76","0.14"
"2010",="8107","大億金茂","02/02","15.15","11.4","電機機械","電機機械","-3.19","4.79","1.84","122","0.16"
"2011",="8087","麗升能源","02/02","29.1","11.3","綠能環保","光電","0","0.17","0.41","14","0.04"
"2012",="1418","東華","02/02","19.9","11.3","紡織纖維","紡織纖維","+1.27","2.04","0.1","5","0.01"
"2013",="6441","廣錠","02/02","21.2","11.3","電腦及週邊設備業","電腦及週邊設備","-0.93","4.44","1.11","52","0.1"
"2014",="009812","野村日本東證","02/02","11.29","11.3","國外成分股ETF","國外成分股ETF","-0.44","1.59","12.5","1,098","1.1"
"2015",="00903","富邦元宇宙","02/02","17.12","11.3","國外成分股ETF","國外成分股ETF","-3","1.36","9.34","544","0.83"
"2016",="00954","中信日本半導體","02/02","14.47","11.2","國外成分股ETF","國外成分股ETF","-4.24","3.71","42.7","2,913","3.75"
"2017",="6767","台微醫","02/02","28.6","11.2","生技醫療業","櫃生技","+0.35","0.7","0.54","19","0.05"
"2018",="5344","立衛","02/02","14.1","11.2","半導體業","半導體–IC封裝測試,半導體–IC製造","-1.4","2.45","0.86","61","0.08"
"2019",="3434","哲固","02/02","31.25","11.2","光電業","光電","-2.34","5.31","5.88","188","0.53"
"2020","00982D","主動富邦動態入息","02/02","10.18","11.2","主動式債券ETF","主動式債券ETF","+0.69","0.79","63.3","6,216","5.66"
"2021",="5272","笙科","02/02","20.15","11.1","半導體業","半導體–IC設計","-2.18","1.94","2.92","146","0.26"
"2022",="2061","風青","02/02","19.4","11.1","電器電纜","電器電纜","-2.76","4.76","15.1","774","1.35"
"2023",="00963","中信全球高股息","02/02","12.06","11.1","國外成分股ETF","國外成分股ETF","-0.66","0.82","20.3","1,679","1.83"
"2024",="2736","富野","02/02","13.85","11.1","觀光餐旅","觀光","-0.72","1.43","1.15","83","0.1"
"2025","2348A","海悅甲特","02/02","36.85","11.1","其他業","其他業","+0.14","0.14","0.48","13","0.04"
"2026",="9929","秋雨","02/02","10.9","11","其他業","其他","+1.4","4.19","0.08","8","0.01"
"2027",="5251","天鉞電","02/02","32.6","11","光電業","光電","-2.4","2.69","4.3","131","0.39"
"2028",="6154","順發","02/02","13.7","11","電子通路業","資訊通路","0","1.46","0.36","26","0.03"
"2029",="7753","星亞","02/02","43.8","11","光電業","LED","+1.86","3.02","1.68","39","0.16"
"2030",="6593","台灣銘板","02/02","35.35","10.9","資訊服務業","軟體業","-0.7","1.26","2.04","58","0.19"
"2031",="6174","安碁","02/02","21.8","10.9","電子零組件業","電子零組件","-1.13","5.22","1.06","49","0.1"
"2032",="2434","統懋","02/02","29.4","10.9","半導體業","半導體–IC製造","-1.18","5.71","2.32","77","0.21"
"2033","00676R","富邦臺灣加權反1","02/02","8.31","10.8","槓桿及反向型ETF","槓桿及反向型ETF","+2.09","1.72","62.1","7,480","5.74"
"2034",="4139","馬光-KY","02/02","24","10.8","生技醫療業","醫藥產業","+1.91","0","0.02","1","0"
"2035",="7715","裕山","02/02","32","10.8","綠能環保","櫃綠能環保","-1.23","5.56","2.68","86","0.25"
"2036",="2724","藝舍-KY","02/02","18.05","10.8","其他業","觀光","-6.96","4.9","0.14","8","0.01"
"2037",="6645","金萬林-創","02/02","17.65","10.7","生技醫療業","生物科技","-0.28","1.98","0.25","14","0.02"
"2038","00980T","平衡凱基美國TOP","02/02","10.75","10.7","多資產ETF","多資產ETF","-0.19","0.56","27.9","2,591","2.59"
"2039",="3360","尚立","02/02","14.05","10.7","電子通路業","消費性電子產品–數位相機","-3.77","3.42","8.04","570","0.75"
"2040",="6432","今展科","02/02","32.2","10.7","電子零組件業","被動元件","-2.57","3.63","7.65","238","0.71"
"2041",="2380","虹光","02/02","4.94","10.7","電腦及週邊設備業","3C周邊產品,3C周邊產品–掃描器","-2.18","2.18","0.89","179","0.08"
"2042",="4950","金耘國際","02/02","18.5","10.7","鋼鐵工業","其他","-3.39","4.96","0.59","32","0.06"
"2043",="8472","夠麻吉","02/02","60.2","10.7","數位雲端","電子商務","-2.43","4.54","0.12","2","0.01"
"2044",="6113","亞矽","02/02","20.3","10.7","電子通路業","電子通路","-4.25","3.77","5.9","289","0.55"
"2045",="5468","凱鈺","02/02","18.05","10.6","半導體業","半導體–IC設計","-2.43","3.24","1.53","85","0.14"
"2046",="6910","德鴻","02/02","34.8","10.6","數位雲端","軟體業","-0.29","2.29","4.21","123","0.4"
"2047",="3232","昱捷","02/02","22.8","10.6","電子通路業","電子通路","+0.88","2.43","0.63","28","0.06"
"2048","00983D","主動富邦複合收益","02/02","10.3","10.6","主動式債券ETF","主動式債券ETF","+1.08","0.59","20.9","2,034","1.98"
"2049",="4538","大詠城","02/02","17.75","10.6","電機機械","電機機械","-0.56","1.4","0.25","14","0.02"
"2050",="3118","進階","02/02","32.5","10.5","生技醫療業","生物科技","-1.22","0.91","0.1","3","0.01"
"2051",="5703","亞都","02/02","15","10.5","觀光餐旅","觀光","0","0","0","0","0"
"2052",="4923","力士","02/02","31","10.5","半導體業","半導體–IC設計","-3.43","4.83","2.9","94","0.28"
"2053",="8071","能率網通","02/02","17.45","10.5","電子零組件業","醫療器材–隱形眼鏡","-2.51","2.51","6.32","362","0.6"
"2054",="6482","弘煜科","02/02","36.4","10.4","文化創意業","文化創意","+0.55","2.49","0.72","20","0.07"
"2055",="5878","台名","02/02","41.6","10.4","保險業","金融","-0.36","0.48","0.37","9","0.04"
"2056",="4972","湯石照明","02/02","18.15","10.3","光電業","LED","+0.83","3.33","1.81","101","0.18"
"2057",="9962","有益","02/02","11.4","10.3","鋼鐵工業","鋼鐵","-5.79","7.44","3.12","271","0.3"
"2058",="4430","耀億","02/02","18.25","10.3","其他業","其他","+1.39","2.5","0.13","7","0.01"
"2059",="2924","宏太-KY","02/02","19.65","10.2","居家生活","貿易百貨","+2.34","6.51","0.11","6","0.01"
"2060",="2734","易飛網","02/02","17.8","10.2","觀光餐旅","觀光","-0.28","1.4","1.39","79","0.14"
"2061",="3520","華盈","02/02","14.8","10.2","電子零組件業","電子零組件","-1.33","2.67","1.76","119","0.17"
"2062",="4530","宏易","02/02","28.2","10.1","觀光餐旅","電機機械","-1.91","1.57","0.51","18","0.05"
"2063",="5230","雷笛克光學","02/02","18","10.1","光電業","LED","-1.37","2.74","1.96","110","0.2"
"2064",="6226","光鼎","02/02","8.7","10.1","光電業","LED","-0.8","4.79","1.86","214","0.19"
"2065",="3057","喬鼎","02/02","16.65","10","電腦及週邊設備業","3C周邊產品","-8.01","4.14","7.48","439","0.73"
"2066",="5398","慕康生醫","02/02","20.3","10","其他業","生物科技,醫療器材–醫療器材批發、銷售,醫藥產業,醫藥產業–藥品批發、銷售","0","1.97","2.29","113","0.23"
"2067",="8077","洛碁","02/02","45.65","10","觀光餐旅","觀光","0","0","0","0","0"
"2068",="4806","桂田文創","02/02","10","9.99","文化創意業","文化創意","0","2.7","0.21","21","0.02"
"2069",="3122","笙泉","02/02","24.4","9.95","半導體業","半導體–IC設計","-1.61","2.42","4.65","189","0.46"
"2070",="1340","勝悅-KY","02/02","6.48","9.91","塑膠工業","塑膠","-4","5.19","1.51","232","0.15"
"2071",="4550","長佳","02/02","26.05","9.86","電機機械","電機機械","-1.51","1.89","1.05","40","0.11"
"2072",="3276","宇環","02/02","14","9.76","電子零組件業","印刷電路板 (PCB)","-3.45","3.1","1.61","114","0.16"
"2073",="4558","寶緯","02/02","19.5","9.75","電機機械","櫃電機","-1.27","1.01","0.58","30","0.06"
"2074",="009808","華南永昌優選50","02/02","21.34","9.71","國內成分股ETF","國內成分股ETF","-1.66","1.52","27.6","1,296","2.85"
"2075",="3646","艾恩特","02/02","24.65","9.69","電子零組件業","電子零組件–連接器","-1.79","4.18","0.79","32","0.08"
"2076","00788B","元大10年IG電能債","02/02","30.53","9.68","債券ETF","債券ETF","+1.39","1.39","7.45","245","0.77"
"2077",="6264","富裔","02/02","7.08","9.65","建材營造業","建材營造","+0.85","2.85","0.18","26","0.02"
"2078",="3597","映興","02/02","24.5","9.61","電子零組件業","電子零組件","-3.16","3.56","2.23","91","0.23"
"2079",="6164","華興","02/02","12","9.6","光電業","LED","-4.38","4.78","6.15","506","0.63"
"2080","00640L","富邦日本正2","02/02","83.55","9.54","槓桿及反向型ETF","槓桿及反向型ETF","-1.18","4.67","60.7","709","6.21"
"2081","2836A","高雄銀甲特","02/02","23.7","9.48","銀行業","銀行業","-0.63","0.21","0.17","7","0.02"
"2082",="6988","威力暘-創","02/02","19.5","9.28","汽車工業","創新板","+1.04","2.59","1.82","94","0.2"
"2083",="2939","永邑-KY","02/02","20.35","9.27","貿易百貨業","貿易百貨","-2.16","1.2","0.14","7","0.02"
"2084",="4946","辣椒","02/02","118.5","9.26","文化創意業","文化創意","+3.04","5.22","8.01","68","0.87"
"2085",="3567","逸昌","02/02","27.05","9.18","半導體業","半導體–IC封裝測試,半導體–IC製造","-1.81","1.63","1.52","56","0.16"
"2086",="00700","富邦恒生國企","02/02","18.48","9.14","國外成分股ETF","國外成分股ETF","-2.74","2.21","13.2","710","1.43"
"2087","00786B","元大10年IG銀行債","02/02","33.71","9.12","債券ETF","債券ETF","+1.2","0.72","14","418","1.54"
"2088",="8277","商丞","02/02","9.95","9.12","半導體業","半導體–IC製造","-1","3.98","3.29","332","0.36"
"2089",="3373","熱映","02/02","19.1","9.1","其他電子業","醫療器材–體溫計","+2.96","8.36","15.2","783","1.64"
"2090",="3252","海灣","02/02","18.1","9.09","觀光餐旅","觀光","-1.63","1.9","1.28","70","0.14"
"2091",="4502","健信","02/02","15.8","9.08","電機機械","電機機械","0","0.95","0.28","18","0.03"
"2092",="1776","展宇","02/02","15.1","9.08","化學工業","化工","-1.31","1.96","0.62","41","0.07"
"2093",="4711","永純","02/02","14.85","9.07","化學工業","化工","-1","1.67","1.16","78","0.13"
"2094",="3085","新零售","02/02","13.1","9.04","數位雲端","航運–倉儲物流","-1.13","1.51","0.03","2","0"
"2095",="5460","同協","02/02","15.35","9.02","電子零組件業","電子零組件","-2.23","2.87","1.14","74","0.13"
"2096",="6229","研通","02/02","22.35","9.02","半導體業","半導體–IC設計","-1.97","1.1","1.99","89","0.22"
"2097",="3664","安瑞-KY","02/02","15.05","8.98","通信網路業","軟體業–系統整合","+0.33","3.33","1.2","79","0.13"
"2098",="6419","京晨科","02/02","68","8.95","光電業","光電","-4.63","6.73","5.58","81","0.62"
"2099",="5488","松普","02/02","9.69","8.87","電子零組件業","電子零組件","-2.02","3.34","2.97","307","0.34"
"2100",="8201","無敵","02/02","14.2","8.86","其他電子業","其他電子","-4.05","5.41","2.59","183","0.29"
"2101",="3499","環天科","02/02","16.1","8.85","通信網路業","通信網路–網路設備","-4.17","4.17","2.58","158","0.29"
"2102","00653L","富邦印度正2","02/02","52.35","8.85","槓桿及反向型ETF","槓桿及反向型ETF","-3.77","2.21","27.8","530","3.14"
"2103",="4188","安克","02/02","13.9","8.8","生技醫療業","生技醫療","-2.8","2.45","0.59","42","0.07"
"2104",="020033","統一恒生科期N","02/02","4.4","8.8","ETN","國外成分ETN","-4.14","1.96","0.69","157","0.08"
"2105",="3492","長盛","02/02","24.7","8.78","電子零組件業","電子零組件–連接器","-0.6","4.02","6.41","264","0.74"
"2106",="5345","馥鴻","02/02","23.15","8.75","其他業","電子零組件","-0.22","1.08","0.07","3","0.01"
"2107","00994A","主動第一金台股優","02/02","10.5","8.73","主動式國內成分股ETF","主動式國內成分股ETF","-1.78","2.15","33.8","3,217","3.87"
"2108",="4102","永日","02/02","20.6","8.73","生技醫療業","醫藥產業–原料藥,醫藥產業,醫藥產業–藥品受託研發、代工","-0.48","2.42","1.65","81","0.19"
"2109",="8450","霹靂","02/02","16.95","8.7","文化創意業","文化創意","+0.59","2.97","1.55","93","0.18"
"2110",="3018","隆銘綠能","02/02","11.5","8.67","其他電子業","其他電子","+0.44","0","0.09","8","0.01"
"2111",="3494","誠研","02/02","9.07","8.6","電腦及週邊設備業","3C周邊產品,3C周邊產品–印表機","-2.99","3.53","2.27","248","0.26"
"2112",="1516","川飛","02/02","21.45","8.58","其他業","其他","-3.6","3.82","0.72","33","0.08"
"2113",="00737","國泰AI機器人","02/02","35.36","8.5","國外成分股ETF","國外成分股ETF","-2.16","1.52","15.7","442","1.84"
"2114",="3043","科風","02/02","21.7","8.46","其他電子業","其他電子","-2.25","3.15","1.53","70","0.18"
"2115",="1538","正峰","02/02","26.15","8.45","電機機械","電機機械","-0.57","2.85","0.21","8","0.02"
"2116",="8921","沈氏","02/02","18.1","8.43","其他業","其他","0","0","0","0","0"
"2117",="2929","淘帝-KY","02/02","7.7","8.43","貿易百貨業","貿易百貨","-0.65","3.23","2.4","316","0.29"
"2118",="5211","蒙恬","02/02","26.25","8.41","資訊服務業","3C周邊產品–掃描器,軟體業","-2.05","10.8","0.58","22","0.07"
"2119",="5228","鈺鎧","02/02","22.05","8.39","電子零組件業","被動元件","-9.63","7.99","9.4","420","1.1"
"2120",="2064","晉椿","02/02","12.05","8.35","鋼鐵工業","鋼鐵","-0.82","0.82","0.04","3","0"
"2121",="8929","富堡","02/02","16.35","8.27","其他業","其他","-1.21","1.51","0.51","31","0.06"
"2122",="8092","建暐","02/02","14.4","8.23","其他電子業","其他電子","-0.35","1.73","0.88","61","0.11"
"2123",="6144","得利影","02/02","21.5","8.23","文化創意業","文化創意","+5.91","8.62","8.03","363","0.95"
"2124",="4432","銘旺實","02/02","16.25","8.22","紡織纖維","紡織纖維","0","1.85","0.32","20","0.04"
"2125",="8477","創業家","02/02","12.8","8.21","數位雲端","電子商務","-0.78","2.33","0.73","57","0.09"
"2126",="5364","力麗店","02/02","12.85","8.2","觀光餐旅","觀光","-2.28","2.28","0.44","34","0.05"
"2127","00834B","第一金金融債10+","02/02","34.94","8.11","債券ETF","債券ETF","+1.25","0","3.49","100","0.43"
"2128",="6641","基士德-KY","02/02","22.2","8.1","綠能環保","其他","+1.83","6.88","1.48","70","0.19"
"2129",="4192","杏國","02/02","23","8.09","生技醫療業","生物科技,醫藥產業–新藥研發","-1.29","1.29","0.28","12","0.03"
"2130",="1324","地球","02/02","10.75","8.08","塑膠工業","塑膠","0","1.86","0.39","37","0.05"
"2131",="6804","明係","02/02","17","8.07","運動休閒","櫃其他","-1.16","3.2","0.6","35","0.07"
"2132",="4767","誠泰科技","02/02","25.7","8.07","化學工業","化工","+0.78","0.78","0.05","2","0.01"
"2133","00647L","元大S&P500正2","02/02","116.35","8.05","槓桿及反向型ETF","槓桿及反向型ETF","-1.61","2.03","9.48","81","1.17"
"2134",="0053","元大電子","02/02","158.25","7.89","國內成分股ETF","國內成分股ETF","-2.04","1.24","4.41","28","0.56"
"2135",="3150","鈺寶-創","02/02","17.75","7.88","半導體業","半導體–IC設計","-1.93","3.31","1.54","87","0.2"
"2136",="2243","宏旭-KY","02/02","11.35","7.87","汽車工業","汽車","0","2.2","1.08","96","0.14"
"2137",="6109","亞元","02/02","11.6","7.87","通信網路業","電子零組件–電源供應器,手機相關","-0.85","5.98","2.05","180","0.27"
"2138",="6662","樂斯科","02/02","30.5","7.81","生技醫療業","生技醫療","0","1.64","0.42","14","0.05"
"2139",="1512","瑞利","02/02","7.95","7.81","汽車工業","汽車","0","1.51","0.78","98","0.1"
"2140",="9960","邁達康","02/02","23.15","7.78","運動休閒","貿易百貨","-0.64","1.29","0.37","16","0.05"
"2141",="006207","復華滬深","02/02","31.2","7.77","國外成分股ETF","國外成分股ETF","-1.11","1.52","9.49","302","1.21"
"2142",="7743","金利食安","02/02","21.2","7.73","食品工業","飲料類–飲料生產","+2.17","7.47","1.48","72","0.2"
"2143",="3593","力銘","02/02","12.7","7.72","電子零組件業","電子零組件","+4.96","9.92","0.24","19","0.03"
"2144",="8423","保綠-KY","02/02","18.5","7.72","綠能環保","其他","0","0","0.13","7","0.02"
"2145",="8176","智捷","02/02","10.75","7.71","通信網路業","通信網路–無線網路,通信網路–網路設備","-0.92","0.92","0.92","85","0.12"
"2146","6958A","日盛台駿甲特","02/02","19.05","7.62","其他業","其他業","-0.26","0.52","0.76","40","0.1"
"2147",="6276","安鈦克","02/02","34.5","7.6","電腦及週邊設備業","電子零組件–電源供應器","-2.27","7.79","3.07","90","0.41"
"2148",="4198","欣大健康","02/02","31.5","7.59","生技醫療業","生技醫療","+2.94","0.16","0.06","2","0.01"
"2149",="8443","阿瘦","02/02","11.1","7.41","貿易百貨業","貿易百貨","-3.06","3.49","0.16","14","0.02"
"2150",="3115","富榮綱","02/02","10.25","7.4","電子零組件業","電子零組件","0","0","0","0","0"
"2151",="4741","泓瀚","02/02","21.25","7.4","化學工業","化工","-2.75","2.52","3.44","160","0.46"
"2152",="00739","元大MSCI A股","02/02","26.88","7.39","國外成分股ETF","國外成分股ETF","-1.36","1.36","2.66","98","0.36"
"2153",="8437","大地-KY","02/02","15.65","7.36","其他業","其他","-2.19","3.13","1.95","124","0.26"
"2154",="8093","保銳","02/02","20","7.31","電子零組件業","電子零組件–電源供應器","-4.53","3.82","0.08","4","0.01"
"2155","00986A","主動台新龍頭成長","02/02","11.79","7.29","主動式國外成分股ETF","主動式國外成分股ETF","-1.42","1.51","8.59","727","1.18"
"2156",="8101","華冠","02/02","15.6","7.25","通信網路業","手機相關","0","2.56","0.49","31","0.07"
"2157",="3432","台端","02/02","17.1","7.22","電子零組件業","電子零組件–連接器","-6.3","3.56","1.15","67","0.16"
"2158",="5516","雙喜","02/02","14","7.22","建材營造業","建材營造","+1.08","1.81","0.25","18","0.03"
"2159",="4702","中美實","02/02","9.97","7.21","居家生活","化工","+0.61","1.72","0.56","56","0.08"
"2160",="8488","吉源-KY","02/02","9.8","7.2","其他業","其他","-1.21","1.81","0.05","5","0.01"
"2161",="2073","雄順","02/02","26.1","7.18","鋼鐵工業","櫃鋼鐵","0","0","0","0","0"
"2162",="1441","大東","02/02","9.97","7.15","紡織纖維","紡織纖維","-0.3","0.3","0.07","7","0.01"
"2163",="6210","慶生","02/02","20.35","7.13","電子零組件業","印刷電路板 (PCB)","-1.45","0.24","0.1","5","0.01"
"2164",="8421","旭源","02/02","13","7.13","其他業","其他","0","2.69","0.96","75","0.14"
"2165",="3623","富晶通","02/02","24.4","7.12","光電業","面板業","-5.43","3.1","2.91","119","0.41"
"2166",="5220","萬達光電","02/02","17.9","7.1","光電業","面板業","-1.65","4.67","0.74","41","0.1"
"2167",="5310","天剛","02/02","24.5","7.09","資訊服務業","軟體業–系統整合","+1.45","1.04","0.22","9","0.03"
"2168","00648R","元大S&P500反1","02/02","4.38","7.04","槓桿及反向型ETF","槓桿及反向型ETF","+1.39","1.39","6.51","1,495","0.93"
"2169",="4554","橙的","02/02","26.6","7","其他電子業","其他電子","-1.85","4.8","1.94","72","0.27"
"2170",="6615","慧智","02/02","32.1","6.93","生技醫療業","生物科技","+9.93","11","5.07","162","0.75"
"2171",="5487","通泰","02/02","28.6","6.93","半導體業","半導體–IC設計","-0.87","1.21","0.32","11","0.05"
"2172",="020001","富邦存股雙十N","02/02","17.29","6.92","ETN","國內成分ETN","0","0","0","0","0"
"2173","00799B","國泰A級醫療債","02/02","30.65","6.91","債券ETF","債券ETF","+1.22","1.06","15.1","493","2.19"
"2174",="6865","偉康科技","02/02","43.5","6.89","數位雲端","軟體業","-2.47","2.24","0.61","14","0.09"
"2175",="5301","寶得利","02/02","10.45","6.89","觀光餐旅","觀光","-2.79","0.47","0.02","2","0"
